sample_id,defense,defense_params,adv_file,defended_file,target_enroll_file,threshold,similarity_after_attack,similarity_after_defense,accepted_after_attack,accepted_after_defense,attack_success_after_defense,defense_success,defense_time_sec
vf_cc42d41730d5,smoothing,"{""radius"": 3.0}",samples/0.005/vf_cc42d41730d5/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0075_to_Hugo_Chavez_Hugo_Chavez_0046_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_cc42d41730d5_smoothing.png,samples/0.005/vf_cc42d41730d5/target_enroll/Hugo_Chavez_0046.jpg,0.47966246581077576,0.59594476,0.31389755,True,False,False,True,0.0014
vf_8b68c1bd8551,smoothing,"{""radius"": 3.0}",samples/0.005/vf_8b68c1bd8551/adversarial/John_Ashcroft_John_Ashcroft_0008_to_Hugo_Chavez_Hugo_Chavez_0008_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_8b68c1bd8551_smoothing.png,samples/0.005/vf_8b68c1bd8551/target_enroll/Hugo_Chavez_0008.jpg,0.47966246581077576,0.58052814,0.27338365,True,False,False,True,0.0014
vf_1580f37c8bca,smoothing,"{""radius"": 3.0}",samples/0.005/vf_1580f37c8bca/adversarial/Colin_Powell_Colin_Powell_0185_to_Gerhard_Schroeder_Gerhard_Schroeder_0084_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_1580f37c8bca_smoothing.png,samples/0.005/vf_1580f37c8bca/target_enroll/Gerhard_Schroeder_0084.jpg,0.47966246581077576,0.56809038,0.08936198,True,False,False,True,0.0014
vf_5192e29fd3b4,smoothing,"{""radius"": 3.0}",samples/0.005/vf_5192e29fd3b4/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0024_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_5192e29fd3b4_smoothing.png,samples/0.005/vf_5192e29fd3b4/target_enroll/John_Ashcroft_0006.jpg,0.47966246581077576,0.49430415,0.2654196,True,False,False,True,0.0014
vf_256d41087135,smoothing,"{""radius"": 3.0}",samples/0.005/vf_256d41087135/adversarial/George_W_Bush_George_W_Bush_0414_to_Donald_Rumsfeld_Donald_Rumsfeld_0038_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_256d41087135_smoothing.png,samples/0.005/vf_256d41087135/target_enroll/Donald_Rumsfeld_0038.jpg,0.47966246581077576,0.47399145,0.3240256,False,False,False,False,0.0013
vf_75286422bc69,smoothing,"{""radius"": 3.0}",samples/0.005/vf_75286422bc69/adversarial/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0104_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_75286422bc69_smoothing.png,samples/0.005/vf_75286422bc69/target_enroll/Tony_Blair_0104.jpg,0.47966246581077576,0.65036035,0.28142273,True,False,False,True,0.0014
vf_d0571873a360,smoothing,"{""radius"": 3.0}",samples/0.005/vf_d0571873a360/adversarial/Tony_Blair_Tony_Blair_0043_to_Colin_Powell_Colin_Powell_0130_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_d0571873a360_smoothing.png,samples/0.005/vf_d0571873a360/target_enroll/Colin_Powell_0130.jpg,0.47966246581077576,0.64960194,0.3453877,True,False,False,True,0.0014
vf_d131f35b4897,smoothing,"{""radius"": 3.0}",samples/0.005/vf_d131f35b4897/adversarial/Jean_Chretien_Jean_Chretien_0036_to_Ariel_Sharon_Ariel_Sharon_0042_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_d131f35b4897_smoothing.png,samples/0.005/vf_d131f35b4897/target_enroll/Ariel_Sharon_0042.jpg,0.47966246581077576,0.59173751,0.22209409,True,False,False,True,0.0013
vf_527d834a90c9,smoothing,"{""radius"": 3.0}",samples/0.005/vf_527d834a90c9/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0007_to_George_W_Bush_George_W_Bush_0339_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_527d834a90c9_smoothing.png,samples/0.005/vf_527d834a90c9/target_enroll/George_W_Bush_0339.jpg,0.47966246581077576,0.54064083,0.24643567,True,False,False,True,0.0014
vf_b5a935500105,smoothing,"{""radius"": 3.0}",samples/0.005/vf_b5a935500105/adversarial/Tony_Blair_Tony_Blair_0007_to_Junichiro_Koizumi_Junichiro_Koizumi_0049_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_b5a935500105_smoothing.png,samples/0.005/vf_b5a935500105/target_enroll/Junichiro_Koizumi_0049.jpg,0.47966246581077576,0.55387908,0.22179495,True,False,False,True,0.0014
vf_de0f6061f493,smoothing,"{""radius"": 3.0}",samples/0.005/vf_de0f6061f493/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0017_to_Jean_Chretien_Jean_Chretien_0007_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_de0f6061f493_smoothing.png,samples/0.005/vf_de0f6061f493/target_enroll/Jean_Chretien_0007.jpg,0.47966246581077576,0.49679407,0.25149012,True,False,False,True,0.0013
vf_6663921a6626,smoothing,"{""radius"": 3.0}",samples/0.005/vf_6663921a6626/adversarial/John_Ashcroft_John_Ashcroft_0006_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_6663921a6626_smoothing.png,samples/0.005/vf_6663921a6626/target_enroll/George_W_Bush_0374.jpg,0.47966246581077576,0.53202081,0.36159396,True,False,False,True,0.0014
vf_41c6973c03e0,smoothing,"{""radius"": 3.0}",samples/0.005/vf_41c6973c03e0/adversarial/John_Ashcroft_John_Ashcroft_0030_to_Ariel_Sharon_Ariel_Sharon_0049_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_41c6973c03e0_smoothing.png,samples/0.005/vf_41c6973c03e0/target_enroll/Ariel_Sharon_0049.jpg,0.47966246581077576,0.48298448,0.16814959,True,False,False,True,0.0013
vf_9acfe905916e,smoothing,"{""radius"": 3.0}",samples/0.005/vf_9acfe905916e/adversarial/George_W_Bush_George_W_Bush_0064_to_Tony_Blair_Tony_Blair_0077_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_9acfe905916e_smoothing.png,samples/0.005/vf_9acfe905916e/target_enroll/Tony_Blair_0077.jpg,0.47966246581077576,0.52045453,0.50198942,True,True,True,False,0.0014
vf_2f6130d35090,smoothing,"{""radius"": 3.0}",samples/0.005/vf_2f6130d35090/adversarial/George_W_Bush_George_W_Bush_0444_to_Donald_Rumsfeld_Donald_Rumsfeld_0069_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_2f6130d35090_smoothing.png,samples/0.005/vf_2f6130d35090/target_enroll/Donald_Rumsfeld_0069.jpg,0.47966246581077576,0.57751894,0.45684186,True,False,False,True,0.0014
vf_03b510d57c63,smoothing,"{""radius"": 3.0}",samples/0.005/vf_03b510d57c63/adversarial/Tony_Blair_Tony_Blair_0104_to_Colin_Powell_Colin_Powell_0032_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_03b510d57c63_smoothing.png,samples/0.005/vf_03b510d57c63/target_enroll/Colin_Powell_0032.jpg,0.47966246581077576,0.6847592,0.24993649,True,False,False,True,0.0013
vf_46e08db5e071,smoothing,"{""radius"": 3.0}",samples/0.005/vf_46e08db5e071/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0082_to_Gerhard_Schroeder_Gerhard_Schroeder_0098_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_46e08db5e071_smoothing.png,samples/0.005/vf_46e08db5e071/target_enroll/Gerhard_Schroeder_0098.jpg,0.47966246581077576,0.51011944,0.34650999,True,False,False,True,0.0014
vf_f26efc3bb6c7,smoothing,"{""radius"": 3.0}",samples/0.005/vf_f26efc3bb6c7/adversarial/Colin_Powell_Colin_Powell_0179_to_Tony_Blair_Tony_Blair_0027_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_f26efc3bb6c7_smoothing.png,samples/0.005/vf_f26efc3bb6c7/target_enroll/Tony_Blair_0027.jpg,0.47966246581077576,0.55842996,0.21866877,True,False,False,True,0.0013
vf_e671675ac227,smoothing,"{""radius"": 3.0}",samples/0.005/vf_e671675ac227/adversarial/John_Ashcroft_John_Ashcroft_0008_to_Gerhard_Schroeder_Gerhard_Schroeder_0023_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_e671675ac227_smoothing.png,samples/0.005/vf_e671675ac227/target_enroll/Gerhard_Schroeder_0023.jpg,0.47966246581077576,0.49051306,0.13454258,True,False,False,True,0.0014
vf_97fa354afcb4,smoothing,"{""radius"": 3.0}",samples/0.005/vf_97fa354afcb4/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0061_to_Hugo_Chavez_Hugo_Chavez_0019_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_97fa354afcb4_smoothing.png,samples/0.005/vf_97fa354afcb4/target_enroll/Hugo_Chavez_0019.jpg,0.47966246581077576,0.57887578,0.39302123,True,False,False,True,0.0013
vf_bc1ed0750229,smoothing,"{""radius"": 3.0}",samples/0.005/vf_bc1ed0750229/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0049_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_bc1ed0750229_smoothing.png,samples/0.005/vf_bc1ed0750229/target_enroll/Hugo_Chavez_0051.jpg,0.47966246581077576,0.50937778,0.33130273,True,False,False,True,0.0013
vf_e275ab08155c,smoothing,"{""radius"": 3.0}",samples/0.005/vf_e275ab08155c/adversarial/Tony_Blair_Tony_Blair_0063_to_John_Ashcroft_John_Ashcroft_0013_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_e275ab08155c_smoothing.png,samples/0.005/vf_e275ab08155c/target_enroll/John_Ashcroft_0013.jpg,0.47966246581077576,0.49607688,0.37017149,True,False,False,True,0.0014
vf_68193fc82496,smoothing,"{""radius"": 3.0}",samples/0.005/vf_68193fc82496/adversarial/Tony_Blair_Tony_Blair_0120_to_John_Ashcroft_John_Ashcroft_0043_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_68193fc82496_smoothing.png,samples/0.005/vf_68193fc82496/target_enroll/John_Ashcroft_0043.jpg,0.47966246581077576,0.53568834,0.36901256,True,False,False,True,0.0013
vf_fd2dc09a4922,smoothing,"{""radius"": 3.0}",samples/0.005/vf_fd2dc09a4922/adversarial/Hugo_Chavez_Hugo_Chavez_0046_to_Colin_Powell_Colin_Powell_0212_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_fd2dc09a4922_smoothing.png,samples/0.005/vf_fd2dc09a4922/target_enroll/Colin_Powell_0212.jpg,0.47966246581077576,0.50137103,0.2094496,True,False,False,True,0.0014
vf_5ceb016afb70,smoothing,"{""radius"": 3.0}",samples/0.005/vf_5ceb016afb70/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0098_to_Jean_Chretien_Jean_Chretien_0015_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_5ceb016afb70_smoothing.png,samples/0.005/vf_5ceb016afb70/target_enroll/Jean_Chretien_0015.jpg,0.47966246581077576,0.48819858,-0.18226616,True,False,False,True,0.0014
vf_1fe2e3fe83ec,smoothing,"{""radius"": 3.0}",samples/0.005/vf_1fe2e3fe83ec/adversarial/George_W_Bush_George_W_Bush_0111_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_1fe2e3fe83ec_smoothing.png,samples/0.005/vf_1fe2e3fe83ec/target_enroll/Gerhard_Schroeder_0024.jpg,0.47966246581077576,0.65094602,0.33808035,True,False,False,True,0.0013
vf_72324ad0e227,smoothing,"{""radius"": 3.0}",samples/0.005/vf_72324ad0e227/adversarial/George_W_Bush_George_W_Bush_0175_to_Gerhard_Schroeder_Gerhard_Schroeder_0075_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_72324ad0e227_smoothing.png,samples/0.005/vf_72324ad0e227/target_enroll/Gerhard_Schroeder_0075.jpg,0.47966246581077576,0.49328721,-0.05333941,True,False,False,True,0.0014
vf_3f32d29a8cee,smoothing,"{""radius"": 3.0}",samples/0.005/vf_3f32d29a8cee/adversarial/Hugo_Chavez_Hugo_Chavez_0053_to_Colin_Powell_Colin_Powell_0212_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_3f32d29a8cee_smoothing.png,samples/0.005/vf_3f32d29a8cee/target_enroll/Colin_Powell_0212.jpg,0.47966246581077576,0.50621539,0.29193458,True,False,False,True,0.0014
vf_07ec11b48deb,smoothing,"{""radius"": 3.0}",samples/0.005/vf_07ec11b48deb/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0119_to_Tony_Blair_Tony_Blair_0063_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_07ec11b48deb_smoothing.png,samples/0.005/vf_07ec11b48deb/target_enroll/Tony_Blair_0063.jpg,0.47966246581077576,0.48058242,0.22701338,True,False,False,True,0.0014
vf_e612aaf13640,smoothing,"{""radius"": 3.0}",samples/0.005/vf_e612aaf13640/adversarial/George_W_Bush_George_W_Bush_0239_to_Jean_Chretien_Jean_Chretien_0031_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_e612aaf13640_smoothing.png,samples/0.005/vf_e612aaf13640/target_enroll/Jean_Chretien_0031.jpg,0.47966246581077576,0.46986148,-0.2161542,False,False,False,False,0.0013
vf_41614476c16e,smoothing,"{""radius"": 3.0}",samples/0.005/vf_41614476c16e/adversarial/Jean_Chretien_Jean_Chretien_0040_to_Hugo_Chavez_Hugo_Chavez_0038_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_41614476c16e_smoothing.png,samples/0.005/vf_41614476c16e/target_enroll/Hugo_Chavez_0038.jpg,0.47966246581077576,0.47257304,0.14951743,False,False,False,False,0.0014
vf_9d4939f90db1,smoothing,"{""radius"": 3.0}",samples/0.005/vf_9d4939f90db1/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0036_to_Jean_Chretien_Jean_Chretien_0031_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_9d4939f90db1_smoothing.png,samples/0.005/vf_9d4939f90db1/target_enroll/Jean_Chretien_0031.jpg,0.47966246581077576,0.76164943,0.2835077,True,False,False,True,0.0014
vf_3bb8e110c38d,smoothing,"{""radius"": 3.0}",samples/0.005/vf_3bb8e110c38d/adversarial/George_W_Bush_George_W_Bush_0024_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_3bb8e110c38d_smoothing.png,samples/0.005/vf_3bb8e110c38d/target_enroll/Hugo_Chavez_0032.jpg,0.47966246581077576,0.45437643,-0.04289064,False,False,False,False,0.0014
vf_67de95f8645a,smoothing,"{""radius"": 3.0}",samples/0.005/vf_67de95f8645a/adversarial/John_Ashcroft_John_Ashcroft_0018_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.005_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_67de95f8645a_smoothing.png,samples/0.005/vf_67de95f8645a/target_enroll/George_W_Bush_0374.jpg,0.47966246581077576,0.54405886,0.27497706,True,False,False,True,0.0015
vf_7678ec274d7c,smoothing,"{""radius"": 3.0}",samples/0.010/vf_7678ec274d7c/adversarial/John_Ashcroft_John_Ashcroft_0030_to_Tony_Blair_Tony_Blair_0051_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_7678ec274d7c_smoothing.png,samples/0.010/vf_7678ec274d7c/target_enroll/Tony_Blair_0051.jpg,0.47966246581077576,0.58916825,0.11651091,True,False,False,True,0.0013
vf_77929c8ec426,smoothing,"{""radius"": 3.0}",samples/0.010/vf_77929c8ec426/adversarial/Tony_Blair_Tony_Blair_0080_to_Colin_Powell_Colin_Powell_0218_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_77929c8ec426_smoothing.png,samples/0.010/vf_77929c8ec426/target_enroll/Colin_Powell_0218.jpg,0.47966246581077576,0.62700939,0.44521731,True,False,False,True,0.0014
vf_2e9c27c13851,smoothing,"{""radius"": 3.0}",samples/0.010/vf_2e9c27c13851/adversarial/George_W_Bush_George_W_Bush_0473_to_Jean_Chretien_Jean_Chretien_0036_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_2e9c27c13851_smoothing.png,samples/0.010/vf_2e9c27c13851/target_enroll/Jean_Chretien_0036.jpg,0.47966246581077576,0.46530131,0.06253965,False,False,False,False,0.0013
vf_5a94edcabb77,smoothing,"{""radius"": 3.0}",samples/0.010/vf_5a94edcabb77/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_5a94edcabb77_smoothing.png,samples/0.010/vf_5a94edcabb77/target_enroll/George_W_Bush_0391.jpg,0.47966246581077576,0.85273051,0.00869676,True,False,False,True,0.0014
vf_52d06780daa5,smoothing,"{""radius"": 3.0}",samples/0.010/vf_52d06780daa5/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_52d06780daa5_smoothing.png,samples/0.010/vf_52d06780daa5/target_enroll/Junichiro_Koizumi_0047.jpg,0.47966246581077576,0.57500362,0.11043687,True,False,False,True,0.0014
vf_a68bec247b5f,smoothing,"{""radius"": 3.0}",samples/0.010/vf_a68bec247b5f/adversarial/George_W_Bush_George_W_Bush_0251_to_Jean_Chretien_Jean_Chretien_0044_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_a68bec247b5f_smoothing.png,samples/0.010/vf_a68bec247b5f/target_enroll/Jean_Chretien_0044.jpg,0.47966246581077576,0.51708746,0.22380713,True,False,False,True,0.0013
vf_b2db9c409315,smoothing,"{""radius"": 3.0}",samples/0.010/vf_b2db9c409315/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_b2db9c409315_smoothing.png,samples/0.010/vf_b2db9c409315/target_enroll/Jean_Chretien_0050.jpg,0.47966246581077576,0.61280626,0.12120894,True,False,False,True,0.0013
vf_d4a4986c9b43,smoothing,"{""radius"": 3.0}",samples/0.010/vf_d4a4986c9b43/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_d4a4986c9b43_smoothing.png,samples/0.010/vf_d4a4986c9b43/target_enroll/Hugo_Chavez_0051.jpg,0.47966246581077576,0.49036503,0.19772877,True,False,False,True,0.0013
vf_48af2e6e91f3,smoothing,"{""radius"": 3.0}",samples/0.010/vf_48af2e6e91f3/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_48af2e6e91f3_smoothing.png,samples/0.010/vf_48af2e6e91f3/target_enroll/Colin_Powell_0179.jpg,0.47966246581077576,0.61002445,0.23738781,True,False,False,True,0.0013
vf_1a4a35393e20,smoothing,"{""radius"": 3.0}",samples/0.010/vf_1a4a35393e20/adversarial/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_1a4a35393e20_smoothing.png,samples/0.010/vf_1a4a35393e20/target_enroll/Tony_Blair_0088.jpg,0.47966246581077576,0.64751679,0.28657395,True,False,False,True,0.0014
vf_69175dbfa8d3,smoothing,"{""radius"": 3.0}",samples/0.010/vf_69175dbfa8d3/adversarial/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_69175dbfa8d3_smoothing.png,samples/0.010/vf_69175dbfa8d3/target_enroll/John_Ashcroft_0006.jpg,0.47966246581077576,0.63731933,0.23541759,True,False,False,True,0.0013
vf_c81119d6f007,smoothing,"{""radius"": 3.0}",samples/0.010/vf_c81119d6f007/adversarial/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_c81119d6f007_smoothing.png,samples/0.010/vf_c81119d6f007/target_enroll/Junichiro_Koizumi_0040.jpg,0.47966246581077576,0.59527409,0.2518912,True,False,False,True,0.0014
vf_498718c6771b,smoothing,"{""radius"": 3.0}",samples/0.010/vf_498718c6771b/adversarial/John_Ashcroft_John_Ashcroft_0013_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_498718c6771b_smoothing.png,samples/0.010/vf_498718c6771b/target_enroll/Tony_Blair_0088.jpg,0.47966246581077576,0.53963292,0.15739338,True,False,False,True,0.0014
vf_e107de7de7da,smoothing,"{""radius"": 3.0}",samples/0.010/vf_e107de7de7da/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.010_a0.001_s10.jpg,outputs/verification_defense/smoothing/images/vf_e107de7de7da_smoothing.png,samples/0.010/vf_e107de7de7da/target_enroll/Hugo_Chavez_0032.jpg,0.47966246581077576,0.59028733,0.07392694,True,False,False,True,0.0013
