session_id,attempt_id,pair_id,attack,attack_family,source_identity,target_identity,epsilon,alpha,steps,threshold,similarity_before,similarity_after_attack,threshold_margin,accepted_after_attack,attack_success_before_defense,source_file,target_enroll_file,adv_file,perturbation_file,jpeg_evaluation_basis,jpeg_attack_success_before_defense,jpeg_similarity_after_defense,jpeg_accepted_after_defense,jpeg_defense_bypassed,jpeg_defense_success,jpeg_defense_time_sec,smoothing_evaluation_basis,smoothing_attack_success_before_defense,smoothing_similarity_after_defense,smoothing_accepted_after_defense,smoothing_defense_bypassed,smoothing_defense_success,smoothing_defense_time_sec,bitdepth_evaluation_basis,bitdepth_attack_success_before_defense,bitdepth_similarity_after_defense,bitdepth_accepted_after_defense,bitdepth_defense_bypassed,bitdepth_defense_success,bitdepth_defense_time_sec,adv_training_evaluation_basis,adv_training_attack_success_before_defense,adv_training_similarity_after_defense,adv_training_accepted_after_defense,adv_training_defense_bypassed,adv_training_defense_success,adv_training_defense_time_sec
faceauth_defense_0a3f1a68dcb2,vf_0a3f1a68dcb2,pair_000175,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,Jean_Chretien,0.01,0.001,20,0.47966246581077576,0.21243226528167725,0.7795559167861938,0.299893,True,True,samples/0.010/vf_0a3f1a68dcb2/source/Gerhard_Schroeder_0098.jpg,samples/0.010/vf_0a3f1a68dcb2/target_enroll/Jean_Chretien_0015.jpg,samples/0.010/vf_0a3f1a68dcb2/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0098_to_Jean_Chretien_Jean_Chretien_0015_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_0a3f1a68dcb2/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0098_to_Jean_Chretien_Jean_Chretien_0015_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.64817023,True,True,False,0.0012,artifact_reload,True,-0.17023821,False,False,True,0.0013,artifact_reload,True,0.61671668,True,True,False,0.0007,legacy_record,True,0.14096889,False,False,True,
faceauth_defense_0c740ed362fa,vf_0c740ed362fa,pair_000113,targeted_pgd_facenet_verification,pgd,John_Ashcroft,George_W_Bush,0.01,0.001,10,0.47966246581077576,0.2551112174987793,0.7313615679740906,0.251699,True,True,samples/0.010/vf_0c740ed362fa/source/John_Ashcroft_0006.jpg,samples/0.010/vf_0c740ed362fa/target_enroll/George_W_Bush_0374.jpg,samples/0.010/vf_0c740ed362fa/adversarial/John_Ashcroft_John_Ashcroft_0006_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_0c740ed362fa/perturbation/John_Ashcroft_John_Ashcroft_0006_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.66028321,True,True,False,0.0013,artifact_reload,True,0.38332415,False,False,True,0.0016,artifact_reload,True,0.60626978,True,True,False,0.0007,legacy_record,True,-0.1497644,False,False,True,
faceauth_defense_0e5d5858de2b,vf_0e5d5858de2b,pair_000199,targeted_pgd_facenet_verification,pgd,George_W_Bush,Junichiro_Koizumi,0.01,0.001,10,0.47966246581077576,0.16628426313400269,0.5872421264648438,0.10758,True,True,samples/0.010/vf_0e5d5858de2b/source/George_W_Bush_0413.jpg,samples/0.010/vf_0e5d5858de2b/target_enroll/Junichiro_Koizumi_0040.jpg,samples/0.010/vf_0e5d5858de2b/adversarial/George_W_Bush_George_W_Bush_0413_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_0e5d5858de2b/perturbation/George_W_Bush_George_W_Bush_0413_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.51476502,True,True,False,0.0014,artifact_reload,True,0.00333965,False,False,True,0.0015,artifact_reload,True,0.48881245,True,True,False,0.0008,legacy_record,True,0.22052018,False,False,True,
faceauth_defense_10244b48ba4d,vf_10244b48ba4d,pair_000130,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Donald_Rumsfeld,0.01,0.001,20,0.47966246581077576,-0.15621356666088104,0.605218231678009,0.125556,True,True,samples/0.010/vf_10244b48ba4d/source/John_Ashcroft_0043.jpg,samples/0.010/vf_10244b48ba4d/target_enroll/Donald_Rumsfeld_0082.jpg,samples/0.010/vf_10244b48ba4d/adversarial/John_Ashcroft_John_Ashcroft_0043_to_Donald_Rumsfeld_Donald_Rumsfeld_0082_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_10244b48ba4d/perturbation/John_Ashcroft_John_Ashcroft_0043_to_Donald_Rumsfeld_Donald_Rumsfeld_0082_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,False,0.37075698,False,False,False,0.0012,artifact_reload,False,0.06912358,False,False,False,0.0015,artifact_reload,False,0.26630026,False,False,False,0.0007,legacy_record,True,-0.00511407,False,False,True,
faceauth_defense_11499d8bd2f2,vf_11499d8bd2f2,pair_000112,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,Ariel_Sharon,0.01,0.001,10,0.47966246581077576,0.019496068358421326,0.513885498046875,0.034223,True,True,samples/0.010/vf_11499d8bd2f2/source/Gerhard_Schroeder_0056.jpg,samples/0.010/vf_11499d8bd2f2/target_enroll/Ariel_Sharon_0045.jpg,samples/0.010/vf_11499d8bd2f2/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0056_to_Ariel_Sharon_Ariel_Sharon_0045_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_11499d8bd2f2/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0056_to_Ariel_Sharon_Ariel_Sharon_0045_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,False,0.42548129,False,False,False,0.0012,artifact_reload,False,0.06665796,False,False,False,0.0014,artifact_reload,False,0.38649759,False,False,False,0.0008,legacy_record,True,0.05289406,False,False,True,
faceauth_defense_13a12934ff67,vf_13a12934ff67,pair_000052,targeted_pgd_facenet_verification,pgd,Colin_Powell,John_Ashcroft,0.01,0.001,10,0.47966246581077576,0.13571301102638245,0.5235916376113892,0.043929,True,True,samples/0.010/vf_13a12934ff67/source/Colin_Powell_0050.jpg,samples/0.010/vf_13a12934ff67/target_enroll/John_Ashcroft_0008.jpg,samples/0.010/vf_13a12934ff67/adversarial/Colin_Powell_Colin_Powell_0050_to_John_Ashcroft_John_Ashcroft_0008_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_13a12934ff67/perturbation/Colin_Powell_Colin_Powell_0050_to_John_Ashcroft_John_Ashcroft_0008_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,False,0.45304748,False,False,False,0.0013,artifact_reload,False,0.11077925,False,False,False,0.0013,artifact_reload,False,0.42232358,False,False,False,0.0008,legacy_record,True,-0.00154616,False,False,True,
faceauth_defense_13d5d3fae321,vf_13d5d3fae321,pair_000208,targeted_pgd_facenet_verification,pgd,George_W_Bush,Hugo_Chavez,0.01,0.001,10,0.47966246581077576,0.20576512813568115,0.6704524159431458,0.19079,True,True,samples/0.010/vf_13d5d3fae321/source/George_W_Bush_0024.jpg,samples/0.010/vf_13d5d3fae321/target_enroll/Hugo_Chavez_0032.jpg,samples/0.010/vf_13d5d3fae321/adversarial/George_W_Bush_George_W_Bush_0024_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_13d5d3fae321/perturbation/George_W_Bush_George_W_Bush_0024_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.57809675,True,True,False,0.0015,artifact_reload,True,-0.02386486,False,False,True,0.0013,artifact_reload,True,0.52201599,True,True,False,0.0007,legacy_record,True,-0.2285552,False,False,True,
faceauth_defense_1580f37c8bca,vf_1580f37c8bca,pair_000064,targeted_pgd_facenet_verification,pgd,Colin_Powell,Gerhard_Schroeder,0.005,0.001,10,0.47966246581077576,0.36480143666267395,0.6045866012573242,0.124924,True,True,samples/0.005/vf_1580f37c8bca/source/Colin_Powell_0185.jpg,samples/0.005/vf_1580f37c8bca/target_enroll/Gerhard_Schroeder_0084.jpg,samples/0.005/vf_1580f37c8bca/adversarial/Colin_Powell_Colin_Powell_0185_to_Gerhard_Schroeder_Gerhard_Schroeder_0084_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_1580f37c8bca/perturbation/Colin_Powell_Colin_Powell_0185_to_Gerhard_Schroeder_Gerhard_Schroeder_0084_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.56730986,True,True,False,0.0012,artifact_reload,True,0.08936198,False,False,True,0.0014,artifact_reload,True,0.53646976,True,True,False,0.0007,legacy_record,True,0.34734797,False,False,True,
faceauth_defense_189241d1fe52,vf_189241d1fe52,pair_000133,targeted_pgd_facenet_verification,pgd,Junichiro_Koizumi,Colin_Powell,0.01,0.001,20,0.47966246581077576,0.056563280522823334,0.49391287565231323,0.01425,True,True,samples/0.010/vf_189241d1fe52/source/Junichiro_Koizumi_0050.jpg,samples/0.010/vf_189241d1fe52/target_enroll/Colin_Powell_0170.jpg,samples/0.010/vf_189241d1fe52/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0050_to_Colin_Powell_Colin_Powell_0170_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_189241d1fe52/perturbation/Junichiro_Koizumi_Junichiro_Koizumi_0050_to_Colin_Powell_Colin_Powell_0170_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,False,0.37239981,False,False,False,0.0014,artifact_reload,False,0.22215194,False,False,False,0.0013,artifact_reload,False,0.35469019,False,False,False,0.0007,legacy_record,True,0.05664928,False,False,True,
faceauth_defense_1a4a35393e20,vf_1a4a35393e20,pair_000029,targeted_pgd_facenet_verification,pgd,George_W_Bush,Tony_Blair,0.01,0.001,10,0.47966246581077576,0.2958222031593323,0.734663724899292,0.255001,True,True,samples/0.010/vf_1a4a35393e20/source/George_W_Bush_0442.jpg,samples/0.010/vf_1a4a35393e20/target_enroll/Tony_Blair_0088.jpg,samples/0.010/vf_1a4a35393e20/adversarial/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_1a4a35393e20/perturbation/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.64747179,True,True,False,0.0012,artifact_reload,True,0.28657395,False,False,True,0.0014,artifact_reload,True,0.58241886,True,True,False,0.0007,legacy_record,True,0.19947781,False,False,True,
faceauth_defense_1c39a9c85e88,vf_1c39a9c85e88,pair_000164,targeted_pgd_facenet_verification,pgd,Tony_Blair,John_Ashcroft,0.01,0.001,20,0.47966246581077576,0.19368895888328552,0.8320155143737793,0.352353,True,True,samples/0.010/vf_1c39a9c85e88/source/Tony_Blair_0063.jpg,samples/0.010/vf_1c39a9c85e88/target_enroll/John_Ashcroft_0013.jpg,samples/0.010/vf_1c39a9c85e88/adversarial/Tony_Blair_Tony_Blair_0063_to_John_Ashcroft_John_Ashcroft_0013_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_1c39a9c85e88/perturbation/Tony_Blair_Tony_Blair_0063_to_John_Ashcroft_John_Ashcroft_0013_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.68708396,True,True,False,0.0013,artifact_reload,True,0.40492919,False,False,True,0.0013,artifact_reload,True,0.56701773,True,True,False,0.0007,legacy_record,True,0.21577805,False,False,True,
faceauth_defense_1da9500923a0,vf_1da9500923a0,pair_000196,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Hugo_Chavez,0.01,0.001,20,0.47966246581077576,0.0858793631196022,0.6748948097229004,0.195232,True,True,samples/0.010/vf_1da9500923a0/source/John_Ashcroft_0018.jpg,samples/0.010/vf_1da9500923a0/target_enroll/Hugo_Chavez_0056.jpg,samples/0.010/vf_1da9500923a0/adversarial/John_Ashcroft_John_Ashcroft_0018_to_Hugo_Chavez_Hugo_Chavez_0056_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_1da9500923a0/perturbation/John_Ashcroft_John_Ashcroft_0018_to_Hugo_Chavez_Hugo_Chavez_0056_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.53145486,True,True,False,0.0012,artifact_reload,True,0.01562816,False,False,True,0.0013,artifact_reload,True,0.45791104,False,False,True,0.0007,legacy_record,True,-0.04178197,False,False,True,
faceauth_defense_1fe2e3fe83ec,vf_1fe2e3fe83ec,pair_000184,targeted_pgd_facenet_verification,pgd,George_W_Bush,Gerhard_Schroeder,0.005,0.001,10,0.47966246581077576,0.3401437997817993,0.6953363418579102,0.215674,True,True,samples/0.005/vf_1fe2e3fe83ec/source/George_W_Bush_0111.jpg,samples/0.005/vf_1fe2e3fe83ec/target_enroll/Gerhard_Schroeder_0024.jpg,samples/0.005/vf_1fe2e3fe83ec/adversarial/George_W_Bush_George_W_Bush_0111_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_1fe2e3fe83ec/perturbation/George_W_Bush_George_W_Bush_0111_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.65043789,True,True,False,0.0012,artifact_reload,True,0.33808035,False,False,True,0.0013,artifact_reload,True,0.62080228,True,True,False,0.0007,legacy_record,True,0.15173014,False,False,True,
faceauth_defense_2322685d98ee,vf_2322685d98ee,pair_000178,targeted_pgd_facenet_verification,pgd,Jean_Chretien,Gerhard_Schroeder,0.01,0.001,10,0.47966246581077576,0.09481785446405411,0.55356764793396,0.073905,True,True,samples/0.010/vf_2322685d98ee/source/Jean_Chretien_0002.jpg,samples/0.010/vf_2322685d98ee/target_enroll/Gerhard_Schroeder_0024.jpg,samples/0.010/vf_2322685d98ee/adversarial/Jean_Chretien_Jean_Chretien_0002_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_2322685d98ee/perturbation/Jean_Chretien_Jean_Chretien_0002_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.48155996,True,True,False,0.0012,artifact_reload,True,-0.03087128,False,False,True,0.0013,artifact_reload,True,0.40990222,False,False,True,0.0008,legacy_record,True,0.30632913,False,False,True,
faceauth_defense_23dba30d5fa4,vf_23dba30d5fa4,pair_000209,targeted_pgd_facenet_verification,pgd,John_Ashcroft,George_W_Bush,0.01,0.001,20,0.47966246581077576,0.2542901635169983,0.8452464938163757,0.365584,True,True,samples/0.010/vf_23dba30d5fa4/source/John_Ashcroft_0018.jpg,samples/0.010/vf_23dba30d5fa4/target_enroll/George_W_Bush_0374.jpg,samples/0.010/vf_23dba30d5fa4/adversarial/John_Ashcroft_John_Ashcroft_0018_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_23dba30d5fa4/perturbation/John_Ashcroft_John_Ashcroft_0018_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.72489119,True,True,False,0.0012,artifact_reload,True,0.27365834,False,False,True,0.0013,artifact_reload,True,0.71332574,True,True,False,0.0007,legacy_record,True,0.35740721,False,False,True,
faceauth_defense_256d41087135,vf_256d41087135,pair_000068,targeted_pgd_facenet_verification,pgd,George_W_Bush,Donald_Rumsfeld,0.005,0.001,10,0.47966246581077576,0.1892942488193512,0.4979594945907593,0.018297,True,True,samples/0.005/vf_256d41087135/source/George_W_Bush_0414.jpg,samples/0.005/vf_256d41087135/target_enroll/Donald_Rumsfeld_0038.jpg,samples/0.005/vf_256d41087135/adversarial/George_W_Bush_George_W_Bush_0414_to_Donald_Rumsfeld_Donald_Rumsfeld_0038_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_256d41087135/perturbation/George_W_Bush_George_W_Bush_0414_to_Donald_Rumsfeld_Donald_Rumsfeld_0038_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,False,0.4740473,False,False,False,0.0015,artifact_reload,False,0.3240256,False,False,False,0.0013,artifact_reload,False,0.41771626,False,False,False,0.0007,legacy_record,True,0.14737026,False,False,True,
