sample_id,pair_id,attack,model,pretrained,source_name,target_name,epsilon,alpha,steps,threshold,similarity_before,attack_index_similarity_after_attack,attack_index_accepted_after_attack,attack_index_attack_success_before_defense,accepted_before,accepted_after_attack,attack_success_before_defense,defense,defense_kind,defense_params,evaluation_basis,defense_input_similarity_after_attack,similarity_after_defense,accepted_after_defense,attack_success_after_defense,defense_success,defense_bypassed,defense_time_sec,source_file,target_enroll_file,adv_file,perturbation_file,defended_file,source_result_file,defense_result_id,schema_version,status,error_code
vf_b5633cd5a05d,pair_000007,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Junichiro_Koizumi,George_W_Bush,0.005,0.001,10,0.47966246581077576,0.3100721538066864,0.7450315952301025,True,True,False,true,true,bitdepth,transform,"{""bits"":4}",artifact_reload,0.69783604,0.65499949,true,true,false,true,0.0008,samples/0.005/vf_b5633cd5a05d/source/Junichiro_Koizumi_0017.jpg,samples/0.005/vf_b5633cd5a05d/target_enroll/George_W_Bush_0391.jpg,samples/0.005/vf_b5633cd5a05d/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_b5633cd5a05d/perturbation/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/bitdepth/images/vf_b5633cd5a05d_bitdepth.png,outputs/verification_defense/facenet_verification_defense_results.csv,def_95c0e9385af260c41de8,1.0,ok,
vf_b5633cd5a05d,pair_000007,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Junichiro_Koizumi,George_W_Bush,0.005,0.001,10,0.47966246581077576,0.3100721538066864,0.7450315952301025,True,True,False,true,true,adv_training,trained,"{""epochs"":5,""lr"":1e-05,""margin"":0.15}",legacy_record,0.7450315952301025,0.21742415,false,false,true,false,,samples/0.005/vf_b5633cd5a05d/source/Junichiro_Koizumi_0017.jpg,samples/0.005/vf_b5633cd5a05d/target_enroll/George_W_Bush_0391.jpg,samples/0.005/vf_b5633cd5a05d/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_b5633cd5a05d/perturbation/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.005_a0.001_s10_perturbation.jpg,,outputs/verification_defense/adv_training/verification_defense_adv_training.csv,def_cfbff90cd6ec5a56ec18,1.0,ok,
vf_4321f23cd7aa,pair_000009,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Tony_Blair,Junichiro_Koizumi,0.005,0.001,10,0.47966246581077576,0.23096619546413422,0.49428918957710266,True,True,False,false,false,jpeg,transform,"{""quality"":75}",artifact_reload,0.46160468,0.45950171,false,false,false,false,0.0012,samples/0.005/vf_4321f23cd7aa/source/Tony_Blair_0016.jpg,samples/0.005/vf_4321f23cd7aa/target_enroll/Junichiro_Koizumi_0047.jpg,samples/0.005/vf_4321f23cd7aa/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_4321f23cd7aa/perturbation/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/jpeg/images/vf_4321f23cd7aa_jpeg.jpg,outputs/verification_defense/facenet_verification_defense_results.csv,def_92e16e4c5d82ac06cfa3,1.0,ok,
vf_4321f23cd7aa,pair_000009,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Tony_Blair,Junichiro_Koizumi,0.005,0.001,10,0.47966246581077576,0.23096619546413422,0.49428918957710266,True,True,False,false,false,smoothing,transform,"{""radius"":3.0}",artifact_reload,0.46160468,0.09552124,false,false,false,false,0.0013,samples/0.005/vf_4321f23cd7aa/source/Tony_Blair_0016.jpg,samples/0.005/vf_4321f23cd7aa/target_enroll/Junichiro_Koizumi_0047.jpg,samples/0.005/vf_4321f23cd7aa/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_4321f23cd7aa/perturbation/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/smoothing/images/vf_4321f23cd7aa_smoothing.png,outputs/verification_defense/facenet_verification_defense_results.csv,def_5e1b3b74c356fc1d7551,1.0,ok,
vf_4321f23cd7aa,pair_000009,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Tony_Blair,Junichiro_Koizumi,0.005,0.001,10,0.47966246581077576,0.23096619546413422,0.49428918957710266,True,True,False,false,false,bitdepth,transform,"{""bits"":4}",artifact_reload,0.46160468,0.39943665,false,false,false,false,0.0007,samples/0.005/vf_4321f23cd7aa/source/Tony_Blair_0016.jpg,samples/0.005/vf_4321f23cd7aa/target_enroll/Junichiro_Koizumi_0047.jpg,samples/0.005/vf_4321f23cd7aa/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_4321f23cd7aa/perturbation/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/bitdepth/images/vf_4321f23cd7aa_bitdepth.png,outputs/verification_defense/facenet_verification_defense_results.csv,def_06af673f9c009c9d64ef,1.0,ok,
vf_4321f23cd7aa,pair_000009,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Tony_Blair,Junichiro_Koizumi,0.005,0.001,10,0.47966246581077576,0.23096619546413422,0.49428918957710266,True,True,False,true,true,adv_training,trained,"{""epochs"":5,""lr"":1e-05,""margin"":0.15}",legacy_record,0.49428918957710266,0.09313954,false,false,true,false,,samples/0.005/vf_4321f23cd7aa/source/Tony_Blair_0016.jpg,samples/0.005/vf_4321f23cd7aa/target_enroll/Junichiro_Koizumi_0047.jpg,samples/0.005/vf_4321f23cd7aa/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_4321f23cd7aa/perturbation/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.005_a0.001_s10_perturbation.jpg,,outputs/verification_defense/adv_training/verification_defense_adv_training.csv,def_354c1fdd2d49e2828f17,1.0,ok,
vf_de3be2e27d53,pair_000017,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Gerhard_Schroeder,Jean_Chretien,0.005,0.001,10,0.47966246581077576,0.2069093883037567,0.5090257525444031,True,True,False,true,true,jpeg,transform,"{""quality"":75}",artifact_reload,0.47983536,0.47980666,true,true,false,true,0.0013,samples/0.005/vf_de3be2e27d53/source/Gerhard_Schroeder_0074.jpg,samples/0.005/vf_de3be2e27d53/target_enroll/Jean_Chretien_0050.jpg,samples/0.005/vf_de3be2e27d53/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_de3be2e27d53/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/jpeg/images/vf_de3be2e27d53_jpeg.jpg,outputs/verification_defense/facenet_verification_defense_results.csv,def_25c04661dfca0699e557,1.0,ok,
vf_de3be2e27d53,pair_000017,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Gerhard_Schroeder,Jean_Chretien,0.005,0.001,10,0.47966246581077576,0.2069093883037567,0.5090257525444031,True,True,False,true,true,smoothing,transform,"{""radius"":3.0}",artifact_reload,0.47983536,0.09801713,false,false,true,false,0.0013,samples/0.005/vf_de3be2e27d53/source/Gerhard_Schroeder_0074.jpg,samples/0.005/vf_de3be2e27d53/target_enroll/Jean_Chretien_0050.jpg,samples/0.005/vf_de3be2e27d53/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_de3be2e27d53/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/smoothing/images/vf_de3be2e27d53_smoothing.png,outputs/verification_defense/facenet_verification_defense_results.csv,def_ca398a58e384eb9dee31,1.0,ok,
vf_de3be2e27d53,pair_000017,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Gerhard_Schroeder,Jean_Chretien,0.005,0.001,10,0.47966246581077576,0.2069093883037567,0.5090257525444031,True,True,False,true,true,bitdepth,transform,"{""bits"":4}",artifact_reload,0.47983536,0.45326683,false,false,true,false,0.0007,samples/0.005/vf_de3be2e27d53/source/Gerhard_Schroeder_0074.jpg,samples/0.005/vf_de3be2e27d53/target_enroll/Jean_Chretien_0050.jpg,samples/0.005/vf_de3be2e27d53/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_de3be2e27d53/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/bitdepth/images/vf_de3be2e27d53_bitdepth.png,outputs/verification_defense/facenet_verification_defense_results.csv,def_717eb90825e4dea8ad59,1.0,ok,
vf_de3be2e27d53,pair_000017,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Gerhard_Schroeder,Jean_Chretien,0.005,0.001,10,0.47966246581077576,0.2069093883037567,0.5090257525444031,True,True,False,true,true,adv_training,trained,"{""epochs"":5,""lr"":1e-05,""margin"":0.15}",legacy_record,0.5090257525444031,0.22009265,false,false,true,false,,samples/0.005/vf_de3be2e27d53/source/Gerhard_Schroeder_0074.jpg,samples/0.005/vf_de3be2e27d53/target_enroll/Jean_Chretien_0050.jpg,samples/0.005/vf_de3be2e27d53/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_de3be2e27d53/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0074_to_Jean_Chretien_Jean_Chretien_0050_facenet_eps0.005_a0.001_s10_perturbation.jpg,,outputs/verification_defense/adv_training/verification_defense_adv_training.csv,def_e65c3c18665816dbdbe8,1.0,ok,
vf_090fcb274067,pair_000023,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Ariel_Sharon,Colin_Powell,0.005,0.001,10,0.47966246581077576,0.28864219784736633,0.5326390266418457,True,True,False,true,true,jpeg,transform,"{""quality"":75}",artifact_reload,0.50400639,0.50434089,true,true,false,true,0.0012,samples/0.005/vf_090fcb274067/source/Ariel_Sharon_0069.jpg,samples/0.005/vf_090fcb274067/target_enroll/Colin_Powell_0179.jpg,samples/0.005/vf_090fcb274067/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_090fcb274067/perturbation/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/jpeg/images/vf_090fcb274067_jpeg.jpg,outputs/verification_defense/facenet_verification_defense_results.csv,def_ef468c21161c97a4ee74,1.0,ok,
vf_090fcb274067,pair_000023,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Ariel_Sharon,Colin_Powell,0.005,0.001,10,0.47966246581077576,0.28864219784736633,0.5326390266418457,True,True,False,true,true,smoothing,transform,"{""radius"":3.0}",artifact_reload,0.50400639,0.22634196,false,false,true,false,0.0014,samples/0.005/vf_090fcb274067/source/Ariel_Sharon_0069.jpg,samples/0.005/vf_090fcb274067/target_enroll/Colin_Powell_0179.jpg,samples/0.005/vf_090fcb274067/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_090fcb274067/perturbation/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/smoothing/images/vf_090fcb274067_smoothing.png,outputs/verification_defense/facenet_verification_defense_results.csv,def_05a95897b25c53ec29fc,1.0,ok,
vf_090fcb274067,pair_000023,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Ariel_Sharon,Colin_Powell,0.005,0.001,10,0.47966246581077576,0.28864219784736633,0.5326390266418457,True,True,False,true,true,bitdepth,transform,"{""bits"":4}",artifact_reload,0.50400639,0.46671608,false,false,true,false,0.0007,samples/0.005/vf_090fcb274067/source/Ariel_Sharon_0069.jpg,samples/0.005/vf_090fcb274067/target_enroll/Colin_Powell_0179.jpg,samples/0.005/vf_090fcb274067/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_090fcb274067/perturbation/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/bitdepth/images/vf_090fcb274067_bitdepth.png,outputs/verification_defense/facenet_verification_defense_results.csv,def_098e97e73ee572056168,1.0,ok,
vf_090fcb274067,pair_000023,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,Ariel_Sharon,Colin_Powell,0.005,0.001,10,0.47966246581077576,0.28864219784736633,0.5326390266418457,True,True,False,true,true,adv_training,trained,"{""epochs"":5,""lr"":1e-05,""margin"":0.15}",legacy_record,0.5326390266418457,0.277684,false,false,true,false,,samples/0.005/vf_090fcb274067/source/Ariel_Sharon_0069.jpg,samples/0.005/vf_090fcb274067/target_enroll/Colin_Powell_0179.jpg,samples/0.005/vf_090fcb274067/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_090fcb274067/perturbation/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10_perturbation.jpg,,outputs/verification_defense/adv_training/verification_defense_adv_training.csv,def_6c8373959069d88c269c,1.0,ok,
vf_72be6e8889a8,pair_000029,targeted_pgd_facenet_verification,facenet-pytorch/InceptionResnetV1,vggface2,George_W_Bush,Tony_Blair,0.005,0.001,10,0.47966246581077576,0.2958222031593323,0.5673611164093018,True,True,False,true,true,jpeg,transform,"{""quality"":75}",artifact_reload,0.53382748,0.53398561,true,true,false,true,0.0012,samples/0.005/vf_72be6e8889a8/source/George_W_Bush_0442.jpg,samples/0.005/vf_72be6e8889a8/target_enroll/Tony_Blair_0088.jpg,samples/0.005/vf_72be6e8889a8/adversarial/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_72be6e8889a8/perturbation/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10_perturbation.jpg,outputs/verification_defense/jpeg/images/vf_72be6e8889a8_jpeg.jpg,outputs/verification_defense/facenet_verification_defense_results.csv,def_5cc50042934029ef3c24,1.0,ok,
