session_id,attempt_id,timestamp,account_id,source_identity,target_identity,pair_id,attack,attack_family,is_adaptive,epsilon,alpha,steps,queries_used,similarity_before,similarity_after_attack,similarity_gain,threshold,threshold_margin,accepted_before,accepted_after_attack,attack_success_before_defense,defense,bypassed_defenses,similarity_after_defense,accepted_after_defense,defense_bypassed,strong_defense_bypassed,defense_success,defense_time_sec,l2,linf,time_sec,risk_score,risk_level,rule_hits,source_file,target_enroll_file,adv_file,perturbation_file,rule_reasons
faceauth_sess_000011,vf_54d56c28296e,2026-06-28T09:06:47+09:00,account_2930c947d69b,source_ea9c6f198674,target_f279b767b25d,pair_000022,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.1098809614777565,0.39826178550720215,0.28838082402944565,0.47966246581077576,-0.081401,False,False,False,,,,False,False,False,False,,1.109615445137024,0.005000025033950806,0.5024882049999633,20,low,FA-R005;FA-R006,artifact_00c88802fcd48899,artifact_fa46fb138830feea,artifact_0ab9b041f1c394da,artifact_1aa86813d8e5c16c,"[{""reason"": ""source=source_ea9c6f198674 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000012,vf_8bab08687955,2026-06-28T09:07:24+09:00,account_a833223b917d,source_ea9c6f198674,target_3b63f0fe705d,pair_000023,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.2886335849761963,0.5323866605758667,0.2437530755996704,0.47966246581077576,0.052724,False,True,True,,,,False,False,False,False,,1.0870836973190308,0.005000025033950806,0.5598503339999752,75,high,FA-R001;FA-R005;FA-R006;FA-R008,artifact_00c88802fcd48899,artifact_aeabab648ee76405,artifact_689cbf2974c539cf,artifact_0f2a28b5a6c10c18,"[{""reason"": ""accepted=true, threshold_margin=0.052724 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ea9c6f198674 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_3b63f0fe705d accepted attack attempts=136 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""accepted=true, l2=1.0870836973190308, linf=0.005000025033950806; low-norm boundary met"", ""rule_id"": ""FA-R008""}]"
faceauth_sess_000013,vf_f0a88e3a5e70,2026-06-28T09:08:01+09:00,account_325c93af0e36,source_ebc43d3edd78,target_03259d71c4a4,pair_000029,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.2956855893135071,0.567315936088562,0.27163034677505493,0.47966246581077576,0.087653,False,True,True,,,,False,False,False,False,,1.1273244619369507,0.005000025033950806,0.5005706470000177,75,high,FA-R001;FA-R005;FA-R006;FA-R008,artifact_1b4c70644f1299a2,artifact_3a34b6adee0ba8c1,artifact_fbb3fa4c3b2c06a3,artifact_328916ad97d5d61e,"[{""reason"": ""accepted=true, threshold_margin=0.087653 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_03259d71c4a4 accepted attack attempts=110 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""accepted=true, l2=1.1273244619369507, linf=0.005000025033950806; low-norm boundary met"", ""rule_id"": ""FA-R008""}]"
faceauth_sess_000014,vf_2df363b3d5fd,2026-06-28T09:08:38+09:00,account_e24a8188935d,source_ebc43d3edd78,target_6d0d6f90d03e,pair_000030,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.21204963326454163,0.5459054708480835,0.33385583758354187,0.47966246581077576,0.066243,False,True,True,,,,False,False,False,False,,1.2225273847579956,0.005000025033950806,0.49505832400006966,75,high,FA-R001;FA-R005;FA-R006;FA-R008,artifact_2242bc25b35400a2,artifact_062dc64e9a7ed17d,artifact_8dc3f9b5be6df695,artifact_2e7c3687727aa073,"[{""reason"": ""accepted=true, threshold_margin=0.066243 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_6d0d6f90d03e accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""accepted=true, l2=1.2225273847579956, linf=0.005000025033950806; low-norm boundary met"", ""rule_id"": ""FA-R008""}]"
faceauth_sess_000015,vf_a153bf8855db,2026-06-28T09:09:15+09:00,account_ffbb30f1279e,source_c65c3c2f694d,target_952b25972fe5,pair_000032,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.19204261898994446,0.5006264448165894,0.3085838258266449,0.47966246581077576,0.020964,False,True,True,,,,False,False,False,False,,1.1815308332443237,0.005000025033950806,0.49698002200000246,68,high,FA-R002;FA-R005;FA-R006;FA-R008,artifact_d3f3c384ca4ba6ff,artifact_4c14d8f7cdffaea1,artifact_cf392fdd0b8462b8,artifact_42e63a479bc077c6,"[{""reason"": ""source-target attempts=16, threshold_margin=0.020964 within ±0.030000"", ""rule_id"": ""FA-R002""}, {""reason"": ""source=source_c65c3c2f694d targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_952b25972fe5 accepted attack attempts=67 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""accepted=true, l2=1.1815308332443237, linf=0.005000025033950806; low-norm boundary met"", ""rule_id"": ""FA-R008""}]"
faceauth_sess_000016,vf_5c3a9a982d61,2026-06-28T09:09:52+09:00,account_325c93af0e36,source_4008c321c1f3,target_03259d71c4a4,pair_000034,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.1947551965713501,0.4764055013656616,0.2816503047943115,0.47966246581077576,-0.003257,False,False,False,,,,False,False,False,False,,1.146426796913147,0.005000025033950806,0.49228505899998254,28,low,FA-R002;FA-R005;FA-R006,artifact_3efcfdc62fe32047,artifact_3a34b6adee0ba8c1,artifact_5724bb7eda86910a,artifact_2b8165ddb6769751,"[{""reason"": ""source-target attempts=60, threshold_margin=-0.003257 within ±0.030000"", ""rule_id"": ""FA-R002""}, {""reason"": ""source=source_4008c321c1f3 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_03259d71c4a4 accepted attack attempts=110 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000017,vf_86a52baeaa58,2026-06-28T09:10:29+09:00,account_2930c947d69b,source_16254f944d43,target_f279b767b25d,pair_000036,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.19197498261928558,0.502419114112854,0.3104441314935684,0.47966246581077576,0.022757,False,True,True,,,,False,False,False,False,,1.195314884185791,0.005000025033950806,0.49646647199995186,68,high,FA-R002;FA-R005;FA-R006;FA-R008,artifact_ae7fdb68dc972b38,artifact_17a344f11f3f80bf,artifact_507cf9ac66e0ecc6,artifact_bbb2ef87cb8784d1,"[{""reason"": ""source-target attempts=72, threshold_margin=0.022757 within ±0.030000"", ""rule_id"": ""FA-R002""}, {""reason"": ""source=source_16254f944d43 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""accepted=true, l2=1.195314884185791, linf=0.005000025033950806; low-norm boundary met"", ""rule_id"": ""FA-R008""}]"
faceauth_sess_000018,vf_7297b5f8ccec,2026-06-28T09:11:06+09:00,account_096db15d39e1,source_27656f3b65b8,target_bbb0daa338ba,pair_000037,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.11188715696334839,0.4369744658470154,0.325087308883667,0.47966246581077576,-0.042688,False,False,False,,,,False,False,False,False,,1.214977502822876,0.005000025033950806,0.5105819509999492,20,low,FA-R005;FA-R006,artifact_6a722acc795f2f88,artifact_c3bd2843a9e30dc4,artifact_381d8326a8b8d1d4,artifact_6b4d5c5b521bba31,"[{""reason"": ""source=source_27656f3b65b8 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_bbb0daa338ba accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000019,vf_26092c6614f6,2026-06-28T09:11:43+09:00,account_8b79ce491c71,source_b82940bb25ca,target_a5eaf0f7d6ad,pair_000041,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,-0.04437928646802902,0.22532305121421814,0.26970233768224716,0.47966246581077576,-0.254339,False,False,False,,,,False,False,False,False,,1.1593682765960693,0.005000025033950806,0.5241801299999906,20,low,FA-R005;FA-R006,artifact_4cb0898fc788cf01,artifact_0702cafe74f98abe,artifact_374f341c2fd2d49c,artifact_e8d53a0013413d6f,"[{""reason"": ""source=source_b82940bb25ca targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_a5eaf0f7d6ad accepted attack attempts=71 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000020,vf_ff266abf491f,2026-06-28T09:12:20+09:00,account_2930c947d69b,source_27656f3b65b8,target_f279b767b25d,pair_000043,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,-0.09773245453834534,0.15236054360866547,0.2500929981470108,0.47966246581077576,-0.327302,False,False,False,,,,False,False,False,False,,1.1406276226043701,0.005000025033950806,0.5039050369999813,20,low,FA-R005;FA-R006,artifact_e593c1bc8e7873a5,artifact_d3f3c384ca4ba6ff,artifact_1baeb2e27766c3c0,artifact_1e6742deae2c089e,"[{""reason"": ""source=source_27656f3b65b8 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000021,vf_7371df6621f4,2026-06-28T09:12:57+09:00,account_096db15d39e1,source_16254f944d43,target_bbb0daa338ba,pair_000044,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.19129431247711182,0.4758355915546417,0.2845412790775299,0.47966246581077576,-0.003827,False,False,False,,,,False,False,False,False,,1.1711610555648804,0.005000025033950806,0.5320469320000711,28,low,FA-R002;FA-R005;FA-R006,artifact_a8acefb8d9770860,artifact_c20421a5931a20d4,artifact_dead3e39d4b94ff2,artifact_3c548c40e6b2b9de,"[{""reason"": ""source-target attempts=20, threshold_margin=-0.003827 within ±0.030000"", ""rule_id"": ""FA-R002""}, {""reason"": ""source=source_16254f944d43 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_bbb0daa338ba accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000022,vf_37cb93873e33,2026-06-28T09:13:34+09:00,account_2930c947d69b,source_ebc43d3edd78,target_f279b767b25d,pair_000045,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.034062452614307404,0.3861693739891052,0.3521069213747978,0.47966246581077576,-0.093493,False,False,False,,,,False,False,False,False,,1.2036614418029785,0.005000025033950806,0.5185268879999967,20,low,FA-R005;FA-R006,artifact_8c890d6f034b2cc7,artifact_d29b7da3970ccc10,artifact_b45cca0e0af970b0,artifact_5382f6698233837a,"[{""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000023,vf_8d68c6401bba,2026-06-28T09:14:11+09:00,account_ffbb30f1279e,source_6eda93227392,target_952b25972fe5,pair_000049,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,-0.030874935910105705,0.3252224326133728,0.3560973685234785,0.47966246581077576,-0.15444,False,False,False,,,,False,False,False,False,,1.2003881931304932,0.005000025033950806,0.5108875570000464,20,low,FA-R005;FA-R006,artifact_90a0fa26e04619ad,artifact_239654de81fc51e7,artifact_59928da17446eb29,artifact_3cb4feeda84f2244,"[{""reason"": ""source=source_6eda93227392 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_952b25972fe5 accepted attack attempts=67 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000024,vf_3580848f4e60,2026-06-28T09:14:48+09:00,account_e24a8188935d,source_27656f3b65b8,target_6d0d6f90d03e,pair_000052,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.13566207885742188,0.3853919804096222,0.24972990155220032,0.47966246581077576,-0.09427,False,False,False,,,,False,False,False,False,,1.1912726163864136,0.005000025033950806,0.5215757649999659,20,low,FA-R005;FA-R006,artifact_82b6e4f9c7d504d7,artifact_1b281b18746be63e,artifact_b60c1e796c9dbad8,artifact_f7939fa3eac52714,"[{""reason"": ""source=source_27656f3b65b8 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_6d0d6f90d03e accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000025,vf_fe4d97ee7f9a,2026-06-28T09:15:25+09:00,account_aa8cb7bdb1ee,source_4008c321c1f3,target_5356319edd8e,pair_000053,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.03062933310866356,0.31297481060028076,0.2823454774916172,0.47966246581077576,-0.166688,False,False,False,,,,False,False,False,False,,1.146426796913147,0.005000025033950806,0.5093690639999977,20,low,FA-R005;FA-R006,artifact_3efcfdc62fe32047,artifact_64a5cad660793f7d,artifact_ba559422f88b5bc0,artifact_7621150ada682fd1,"[{""reason"": ""source=source_4008c321c1f3 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000026,vf_9dc3e9a8ee48,2026-06-28T09:16:02+09:00,account_e24a8188935d,source_6eda93227392,target_6d0d6f90d03e,pair_000054,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.22124281525611877,0.495604544878006,0.2743617296218872,0.47966246581077576,0.015942,False,True,True,,,,False,False,False,False,,1.1993019580841064,0.005000025033950806,0.5013339579999183,68,high,FA-R002;FA-R005;FA-R006;FA-R008,artifact_8398ad0dddfb8e5b,artifact_bf038c021ac98e81,artifact_48b1d368097848e2,artifact_a2e09ad45be168f4,"[{""reason"": ""source-target attempts=16, threshold_margin=0.015942 within ±0.030000"", ""rule_id"": ""FA-R002""}, {""reason"": ""source=source_6eda93227392 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_6d0d6f90d03e accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""accepted=true, l2=1.1993019580841064, linf=0.005000025033950806; low-norm boundary met"", ""rule_id"": ""FA-R008""}]"
faceauth_sess_000027,vf_7730f9e1edc6,2026-06-28T09:16:39+09:00,account_8b79ce491c71,source_ea9c6f198674,target_a5eaf0f7d6ad,pair_000056,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.10936132818460464,0.3927594721317291,0.2833981439471245,0.47966246581077576,-0.086903,False,False,False,,,,False,False,False,False,,1.1863934993743896,0.005000025033950806,0.5061501300000373,20,low,FA-R005;FA-R006,artifact_3c2901354758195b,artifact_779428829334b671,artifact_2156af288e61e8fe,artifact_f20b291fd925859a,"[{""reason"": ""source=source_ea9c6f198674 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_a5eaf0f7d6ad accepted attack attempts=71 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000028,vf_b4256028f396,2026-06-28T09:17:16+09:00,account_2930c947d69b,source_16254f944d43,target_f279b767b25d,pair_000057,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.30851829051971436,0.6386148929595947,0.33009660243988037,0.47966246581077576,0.158952,False,True,True,,,,False,False,False,False,,1.199747920036316,0.005000025033950806,0.4957222589999901,80,critical,FA-R001;FA-R005;FA-R006;FA-R007;FA-R008,artifact_4eaee4ca2fe3c90c,artifact_d3f3c384ca4ba6ff,artifact_fe1b30e42175d4f0,artifact_3509540dec8bdb5b,"[{""reason"": ""accepted=true, threshold_margin=0.158952 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_16254f944d43 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""negative-pair similarity_before=0.308518 >= 0.300000"", ""rule_id"": ""FA-R007""}, {""reason"": ""accepted=true, l2=1.199747920036316, linf=0.005000025033950806; low-norm boundary met"", ""rule_id"": ""FA-R008""}]"
faceauth_sess_000029,vf_049437ad6a25,2026-06-28T09:17:53+09:00,account_8b79ce491c71,source_ea9c6f198674,target_a5eaf0f7d6ad,pair_000060,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.08021659404039383,0.3553435206413269,0.2751269266009331,0.47966246581077576,-0.124319,False,False,False,,,,False,False,False,False,,1.1502923965454102,0.005000025033950806,0.5071920940000609,20,low,FA-R005;FA-R006,artifact_7c1bb180bda6ddd8,artifact_8398ad0dddfb8e5b,artifact_2220cc0152c7339b,artifact_470501b6101a2654,"[{""reason"": ""source=source_ea9c6f198674 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_a5eaf0f7d6ad accepted attack attempts=71 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000030,vf_660f4df3e05e,2026-06-28T09:18:30+09:00,account_ffbb30f1279e,source_4008c321c1f3,target_952b25972fe5,pair_000062,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,-0.1088896170258522,0.22561658918857574,0.33450620621442795,0.47966246581077576,-0.254046,False,False,False,,,,False,False,False,False,,1.2128604650497437,0.005000025033950806,0.49418961999992916,20,low,FA-R005;FA-R006,artifact_29f105adbb4d2bad,artifact_239654de81fc51e7,artifact_0fe11bef8371012c,artifact_15d2495ba8771995,"[{""reason"": ""source=source_4008c321c1f3 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_952b25972fe5 accepted attack attempts=67 >= 10"", ""rule_id"": ""FA-R006""}]"
