sample_id,attack_family,attack,defense,defense_params,input_adv_file,defended_file,pred_before_defense,pred_after_defense,pred_after_defense_name,target_label,true_label,attack_success_before_defense,attack_success_after_defense,recovered,target_conf_before_defense,target_conf_after_defense,true_conf_after_defense,defense_time_sec,status
atk_b3d6ce5ab64e,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0061_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.8796439170837402,0.0012788748135790229,0.9963250756263733,0.012493029999859573,ok
atk_f79339a16f91,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0062_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.6260361075401306,0.00633007800206542,0.9808740019798279,0.011491294999814272,ok
atk_a17b1b2cd463,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0063_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.8551272749900818,0.0026494173798710108,0.9924047589302063,0.013985168000090198,ok
atk_a499d00ac979,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0071_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.5758246183395386,0.0018933397950604558,0.9944270849227905,0.01180285800001002,ok
atk_122f9dcf9ba2,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0074_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.5344042778015137,0.0022622018586844206,0.9944124817848206,0.011628454999936366,ok
atk_5a994aa4de38,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0082_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.2937920391559601,0.006844978779554367,0.9702672958374023,0.012428055999862408,ok
atk_13d4fe31d201,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0090_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.4045740365982055,0.003118782304227352,0.9912307262420654,0.011139796999941609,ok
atk_9f4a96183436,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0091_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.6950100064277649,0.0065566161647439,0.9822299480438232,0.009512556000117911,ok
atk_35d7714558ae,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Donald_Rumsfeld_0097_to_George_W_Bush_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,3,2,Donald_Rumsfeld,3,2,True,False,True,0.4846574366092682,0.0037529102992266417,0.9887070655822754,0.009290267000324093,ok
atk_b960ef7efe05,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/George_W_Bush_0283_to_Gerhard_Schroeder_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,4,3,George_W_Bush,4,3,True,False,True,0.3584522902965545,0.25604379177093506,0.4646085202693939,0.008824011999877257,ok
atk_bcf46e1a75cf,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Gerhard_Schroeder_0024_to_Hugo_Chavez_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,5,4,Gerhard_Schroeder,5,4,True,False,True,0.4015296399593353,0.0022459966130554676,0.994418740272522,0.010373479000008956,ok
atk_6d0ccc97cb4c,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Hugo_Chavez_0056_to_Jean_Chretien_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,6,5,Hugo_Chavez,6,5,True,False,True,0.1831143349409103,0.00014149655180517584,0.9861806035041809,0.009447925000131363,ok
atk_1408c2486a7b,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Junichiro_Koizumi_0050_to_Tony_Blair_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,9,8,Junichiro_Koizumi,9,8,True,False,True,0.4137239754199981,0.0013369491789489985,0.9902308583259583,0.008678532999965682,ok
atk_a0e4a660b732,fgsm,targeted_fgsm,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/fgsm_face/images/Tony_Blair_0027_to_Ariel_Sharon_eps0.005.jpg,/content/defense_results/adv_training/best_adv.pt,0,9,Tony_Blair,0,9,True,False,True,0.3574074208736419,3.694505721796304e-05,0.9962361454963684,0.00925314400001298,ok
atk_6152c4409e04,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0025_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.2347012162208557,0.000619100290350616,0.9107917547225952,0.009209175999785657,ok
atk_cf01d99fd8ed,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0031_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.3432847261428833,0.002573326462879777,0.9105919599533081,0.009443121000003885,ok
atk_bcd07d66acdd,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0042_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.3374248147010803,0.0022066468372941017,0.9806243777275085,0.009055255000021134,ok
atk_71285343e090,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0043_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.363597959280014,0.002023204229772091,0.9764128923416138,0.009382300000197574,ok
atk_f437d6c5a03b,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0049_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.286436527967453,0.0029361778870224953,0.9820390343666077,0.008816728000056173,ok
atk_b9908de8b4eb,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0050_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.4444953501224518,0.002133789239451289,0.9783833622932434,0.009659807999923942,ok
atk_9c27c2844b95,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0059_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.2533378601074219,0.0020656532142311335,0.9872888326644897,0.009134772999914276,ok
atk_147b956946b8,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0062_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.4730437695980072,0.000883685250300914,0.9913501739501953,0.00956254099992293,ok
atk_812db27fa5c0,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0069_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.445217490196228,0.0034868207294493914,0.9837731122970581,0.009476015000018378,ok
atk_80dd6040d478,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0070_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.3346944749355316,0.002388059627264738,0.9812984466552734,0.009960787000181881,ok
atk_2227f945961f,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Ariel_Sharon_0071_to_Colin_Powell_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,1,0,Ariel_Sharon,1,0,True,False,True,0.2693904936313629,0.0033155097626149654,0.9815239310264587,0.012702630000148929,ok
atk_af17eb838192,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Colin_Powell_0001_to_Donald_Rumsfeld_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,2,1,Colin_Powell,2,1,True,False,True,0.3558082580566406,0.03792368993163109,0.9472253918647766,0.013724868999815953,ok
atk_f80d7ced2781,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Colin_Powell_0018_to_Donald_Rumsfeld_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,2,1,Colin_Powell,2,1,True,False,True,0.4201935231685638,0.0010032474528998137,0.9962555170059204,0.012169516000085423,ok
atk_9fe9c41c1c90,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Colin_Powell_0032_to_Donald_Rumsfeld_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,2,1,Colin_Powell,2,1,True,False,True,0.4100281298160553,0.0018669983837753534,0.9942061901092529,0.011461537999821303,ok
atk_15b5bf28e1ce,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Colin_Powell_0033_to_Donald_Rumsfeld_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,2,1,Colin_Powell,2,1,True,False,True,0.3418951332569122,0.002174070570617914,0.9932082295417786,0.014850846000172169,ok
atk_3b4800a766a0,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Colin_Powell_0050_to_Donald_Rumsfeld_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,2,1,Colin_Powell,2,1,True,False,True,0.2852593958377838,0.002497168257832527,0.9912713766098022,0.010860963000141055,ok
atk_1fb4229d675f,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Colin_Powell_0051_to_Donald_Rumsfeld_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,2,1,Colin_Powell,2,1,True,False,True,0.3828068077564239,0.0022447342053055763,0.9918850660324097,0.012261299999863695,ok
atk_06cd3e0b52e7,jsma,targeted_jsma_multi_pixel,adv_training,"{""attack_family"": ""pgd"", ""mix_ratio"": 0.5, ""epochs"": 5}",outputs/attacks/jsma_face/images/Colin_Powell_0076_to_Donald_Rumsfeld_theta0.050_s20_k200.jpg,/content/defense_results/adv_training/best_adv.pt,2,1,Colin_Powell,2,1,True,False,True,0.4501354098320007,0.000501488393638283,0.988723874092102,0.013437266999972053,ok
